中央电视台,#genre#
SKY스포츠,http://live2.abcdsky.com:1935/live/SKYSPO/playlist.m3u8 
KBS스포츠,http://live2.abcdsky.com:1935/live/KBSNSPO/playlist.m3u8 
MBC스포츠,http://live2.abcdsky.com:1935/live/MBCSPO/playlist.m3u8 
JTBC골프,http://live2.abcdsky.com:1935/live/JTBCGOLF/playlist.m3u8 
SBS골프,http://live2.abcdsky.com:1935/live/SBSGOLF/playlist.m3u8
 
实验频道1,#genre#
KBS1HD,http://live.yingtaotvapp.com/KBS1/index.m3u8
KBS2HD,http://live.yingtaotvapp.com/KBS2/index.m3u8
SBSHD,http://live.yingtaotvapp.com/SBS/index.m3u8
MBCHD,http://live.yingtaotvapp.com/MBC/index.m3u8
KBS1hd,http://121.136.223.243:9981/stream/channelid/1344561804
KBS2hd,http://121.136.223.243:9981/stream/channelid/991574849
SBShd,http://121.136.223.243:9981/stream/channelid/669301651
MBChd,http://121.136.223.243:9981/stream/channelid/796979705
KBS1Hd,http://222.237.115.69:9981/stream/channelid/631939530
KBS2Hd,http://222.237.115.69:9981/stream/channelid/2130337244
SBSHd,http://222.237.115.69:9981/stream/channelid/1247142558
MBCHd,http://222.237.115.69:9981/stream/channelid/986502825
kbS1,http://112.173.126.81:9981/stream/channelid/660474352
kBs2,http://112.173.126.81:9981/stream/channelid/280136412
sBS,http://112.173.126.81:9981/stream/channelid/1445999617
Mbc,http://112.173.126.81:9981/stream/channelid/1276862376
KBS1,http://61.84.33.152:9981/stream/channelid/710223628
KBS2,http://61.84.33.152:9981/stream/channelid/1221546873
SBS,http://61.84.33.152:9981/stream/channelid/2119622143
MBC,http://61.84.33.152:9981/stream/channelid/187795431
TVCHOsun,http://live.yingtaotvapp.com/74/index.m3u8
MBN,http://live.yingtaotvapp.com/MBN/index.m3u8
JTBC,http://live.yingtaotvapp.com/JTBC/index.m3u8
TvN,http://live.yingtaotvapp.com/TVN/index.m3u8
YTN,http://live.yingtaotvapp.com/YTN/index.m3u8
KBSdrama,http://live.yingtaotvapp.com/KBSk/index.m3u8
KBSJoy,http://live.yingtaotvapp.com/KBStv/index.m3u8
SBSplus,http://live2.abcdsky.com:1935/live/SBSPLUS/playlist.m3u8
MBCDRama,http://live.yingtaotvapp.com/mbck/index.m3u8
MBC every1,http://live.yingtaotvapp.com/MBCevery1/index.m3u8
inetv,http://live.yingtaotvapp.com/inte/index.m3u8
gayotv,http://gayotv.net:1935/live/gayotv/playlist.m3u8
CHA,http://live1.abcdsky.com:1935/live/CHANNELA/playlist.m3u8
OCN,http://live.yingtaotvapp.com/OCN/index.m3u8
CGV,http://live.yingtaotvapp.com/CGV/index.m3u8
OCNthr,http://live.yingtaotvapp.com/124/index.m3u8
OBS,http://live.yingtaotvapp.com/OBS/index.m3u8
mpl,http://live.yingtaotvapp.com/Mplex/index.m3u8
ariang,http://live.yingtaotvapp.com/ariang/index.m3u8
SPOtv,http://live.yingtaotvapp.com/SPOTV/index.m3u8
SPOtv2,http://live.yingtaotvapp.com/SPOTV2/index.m3u8
SPkbs,http://live.yingtaotvapp.com/KBSr/index.m3u8
SPsbs,http://live.yingtaotvapp.com/SBSr/index.m3u8
SPmbc,http://live.yingtaotvapp.com/MBCr/index.m3u8
guohui,http://live.yingtaotvapp.com/Disney/index.m3u8
FTV,http://live.yingtaotvapp.com/FTV/index.m3u8
zr,http://live.yingtaotvapp.com/NGC/index.m3u8
kortv,http://218.38.152.31:1935/klive/klive.stream/playlist.m3u8
TVchosunhd,http://222.237.115.69:9981/stream/channelid/1758992201
MBNHD,http://222.237.115.69:9981/stream/channelid/213951107
JTBCHD,http://222.237.115.69:9981/stream/channelid/1756364539
TvNHD,http://222.237.115.69:9981/stream/channelid/716567428
xtvnHD,http://222.237.115.69:9981/stream/channelid/2136574303
MnetHD,http://222.237.115.69:9981/stream/channelid/1676485903
OCNHD,http://222.237.115.69:9981/stream/channelid/76057758
OBSHD,http://222.237.115.69:9981/stream/channelid/449909073
LianHe,http://live2.abcdsky.com:1935/live/LHXW/playlist.m3u8
Kids,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w893326685.m3u8
an,http://live.yingtaotvapp.com/1/index.m3u8
TCONVERS,http://live.yingtaotvapp.com/tconvers/index.m3u8
ebs1,http://live.yingtaotvapp.com/ebs/index.m3u8
ebs2,http://live.yingtaotvapp.com/ebse2/index.m3u8
FENGHUANG,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8
fenghuang,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225948/1.m3u8
yanbiantv,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8
yanbianTV,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
yanji,http://tplay.mlink.tv/live/fjlx3BIQ.m3u8
cx,http://live2.abcdsky.com:1935/live/BCX/playlist.m3u8
cx,http://tv.nknews.org/tvhls/stream.m3u8
kbs1,http://211.245.55.198:1024/m2u/239.192.38.1:49220
kbs2,http://211.245.55.198:1024/m2u/239.192.67.99:49220
sbs,http://211.245.55.198:1024/m2u/239.192.41.2:49220
MBc,http://211.245.55.198:1024/m2u/239.192.40.26:49220
kbS1,http://112.173.126.81:9981/stream/channelid/660474352
kBs2,http://112.173.126.81:9981/stream/channelid/280136412
sBS,http://112.173.126.81:9981/stream/channelid/1445999617
Mbc,http://112.173.126.81:9981/stream/channelid/1276862376
KBS1,http://61.84.33.152:9981/stream/channelid/710223628
KBS2,http://61.84.33.152:9981/stream/channelid/1221546873
SBS,http://61.84.33.152:9981/stream/channelid/2119622143
MBC,http://61.84.33.152:9981/stream/channelid/187795431
实验频道2,#genre#
KBS1,http://live2.abcdsky.com:1935/live/KBS1/playlist.m3u8 
KBS2,http://live2.abcdsky.com:1935/live/KBS2/playlist.m3u8 
SBS,http://live2.abcdsky.com:1935/live/SBS/playlist.m3u8 
MBC,http://live2.abcdsky.com:1935/live/MBC/playlist.m3u8 
JTBC,http://live2.abcdsky.com:1935/live/JTBC/playlist.m3u8 
TVN,http://live2.abcdsky.com:1935/live/TVN/playlist.m3u8 
북조선,http://live2.abcdsky.com:1935/live/BCX/playlist.m3u8 
YTN,http://live2.abcdsky.com:1935/live/YTN/playlist.m3u8 
MBN,http://live2.abcdsky.com:1935/live/MBN/playlist.m3u8 
연합뉴스,http://live2.abcdsky.com:1935/live/LHXW/playlist.m3u8 
TV조선,http://live2.abcdsky.com:1935/live/TVCX/playlist.m3u8 
KBS드라마,http://live2.abcdsky.com:1935/live/KBSDRAMA/playlist.m3u8 
MBC드라마,http://live2.abcdsky.com:1935/live/MBCDRAMA/playlist.m3u8 
KBSjoy,http://live2.abcdsky.com:1935/live/KBSJOY/playlist.m3u8 
MBCevery1,http://live2.abcdsky.com:1935/live/MBCEVERY1/playlist.m3u8 
SBSPLUS,http://live2.abcdsky.com:1935/live/SBSPLUS/playlist.m3u8 
채넬A,http://live1.abcdsky.com:1935/live/CHANNELA/playlist.m3u8 
OBS,http://live.yingtaotvapp.com/OBS/index.m3u8 
OCN,http://live2.abcdsky.com:1935/live/OCN/playlist.m3u8 
CGV,http://live2.abcdsky.com:1935/live/OCNMOVIE/playlist.m3u8 
슈포액션,http://live.yingtaotvapp.com/124/index.m3u8 
MPLEX,http://live.yingtaotvapp.com/Mplex/index.m3u8 
MNET,http://live2.abcdsky.com:1935/live/MNET/playlist.m3u8 
CNTV,http://live.yingtaotvapp.com/CNTV/index.m3u8 
inet,http://live2.abcdsky.com:1935/live/INET/playlist.m3u8 
ANIPLUS,http://live2.abcdsky.com:1935/live/ANIPLUS/playlist.m3u8 
KBS어린이,http://live2.abcdsky.com:1935/live/EBSKIDS/playlist.m3u8 
TOONIVERSE,http://live2.abcdsky.com:1935/live/TOONIVERSE/playlist.m3u8 
EBS1,http://live2.abcdsky.com:1935/live/EBS1/playlist.m3u8 
SPOTV,http://live2.abcdsky.com:1935/live/SPOTV/playlist.m3u8 
SPOTV2,http://live2.abcdsky.com:1935/live/SPOTV2/playlist.m3u8 
FTV,http://live2.abcdsky.com:1935/live/FTV/playlist.m3u8 
SKY스포츠,http://live2.abcdsky.com:1935/live/SKYSPO/playlist.m3u8 
KBS스포츠,http://live2.abcdsky.com:1935/live/KBSNSPO/playlist.m3u8 
MBC스포츠,http://live2.abcdsky.com:1935/live/MBCSPO/playlist.m3u8 
JTBC골프,http://live2.abcdsky.com:1935/live/JTBCGOLF/playlist.m3u8 
SBS골프,http://live2.abcdsky.com:1935/live/SBSGOLF/playlist.m3u8
1,http://live2.abcdsky.com:1935/live/TVCX/playlist.m3u8
实验频道3,#genre#
KBS2,http://live.yingtaotvapp.com/KBS2/index.m3u8
KBS1,http://live.yingtaotvapp.com/KBS1/index.m3u8
tvchosun,http://live.yingtaotvapp.com/74/index.m3u8
sbsplus,http://live.yingtaotvapp.com/SBSplus/index.m3u8
spotv,http://live.yingtaotvapp.com/SPOTV/index.m3u8
spotv2,http://live.yingtaotvapp.com/SPOTV2/index.m3u8
mbn,http://live.yingtaotvapp.com/MBN/index.m3u8
ocn,http://live.yingtaotvapp.com/OCN/index.m3u8
jtbc,http://live.yingtaotvapp.com/JTBC/index.m3u8
sbs,http://live.yingtaotvapp.com/SBS/index.m3u8
mbc,http://live.yingtaotvapp.com/MBC/index.m3u8
tvn,http://live.yingtaotvapp.com/TVN/index.m3u8
ytn,http://live.yingtaotvapp.com/YTN/index.m3u8
ocg,http://live.yingtaotvapp.com/124/index.m3u8
discover,http://live.yingtaotvapp.com/Discovery/index.m3u8
韩国TVN MOVIE,http://8.210.39.156/test.php?cid=1082
韩国-YTN Science,http://8.210.39.156/test.php?cid=1092
韩国-EBS 2,http://8.210.39.156/test.php?cid=1093
韩国-EBS Kids,http://8.210.39.156/test.php?cid=1094
韩国-EBS English,http://8.210.39.156/test.php?cid=1095
韩国-EBSPlus 1,http://8.210.39.156/test.php?cid=1096
韩国-EBSPlus 2,http://8.210.39.156/test.php?cid=1097
韩国-EBS1,http://8.210.39.156/test.php?cid=1098
韩国-UBC SBS,http://8.210.39.156/test.php?cid=1099
韩国-KTV,http://8.210.39.156/test.php?cid=1100
韩国-SBS Star,http://8.210.39.156/test.php?cid=1101
韩国-YTN,http://8.210.39.156/test.php?cid=1061
韩国-KBS Dram,http://8.210.39.156/test.php?cid=1062
韩国-NGC,http://8.210.39.156/test.php?cid=1064
韩国-바둑TV,http://8.210.39.156/test.php?cid=1065
韩国-SBS골프,http://8.210.39.156/test.php?cid=486
韩国-SBS Sports,http://8.210.39.156/test.php?cid=487
韩国-OCN,http://8.210.39.156/test.php?cid=488
韩国-iNet,http://8.210.39.156/test.php?cid=490
韩国-투니버스,http://8.210.39.156/test.php?cid=492
韩国-半島国際新聞,http://8.210.39.156/test.php?cid=494
韩国-OCNMOVIES,http://8.210.39.156/test.php?cid=1020
韩国-KBS joy,http://8.210.39.156/test.php?cid=1154
韩国-Tconvers,http://8.210.39.156/test.php?cid=1134
韩国-Mnet,http://8.210.39.156/test.php?cid=1136
韩国-KBS2,http://8.210.39.156/test.php?cid=250
韩国-KBS1,http://8.210.39.156/test.php?cid=174
韩国-MBC,http://8.210.39.156/test.php?cid=251
韩国-SBS,http://8.210.39.156/test.php?cid=252
韩国-JTBC,http://8.210.39.156/test.php?cid=253
韩国-SBS FUNE,http://8.210.39.156/test.php?cid=254
韩国-SBS CNBC,http://8.210.39.156/test.php?cid=255
韩国-CNTV,http://8.210.39.156/test.php?cid=256
韩国-MBN,http://8.210.39.156/test.php?cid=257
韩国-Channel A,http://8.210.39.156/test.php?cid=258
韩国-MBC???,http://8.210.39.156/test.php?cid=261
韩国-SBS PLus,http://8.210.39.156/test.php?cid=262
韩国-KBSN???,http://8.210.39.156/test.php?cid=264
韩国-MBC???+,http://8.210.39.156/test.php?cid=265
韩国-Spotv,http://8.210.39.156/test.php?cid=266
韩国-Spotv2,http://8.210.39.156/test.php?cid=267
韩国-JTBC??,http://8.210.39.156/test.php?cid=268
韩国-MBCevery1,http://8.210.39.156/test.php?cid=476
港台秒开,#genre#
翡翠台,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHZiZmM_&token=20200924071527
明珠台,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHZibXo_&token=20200924071527
TVB J2,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHZiajI_&token=20200924071527
TVB星河,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHZieGg_&token=20200924071527
無線新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHZibmV3cw_&token=20200924071527
無線財經,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHZiZmluYW5jZQ_&token=20200924071527
港台電視31,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEcnRoazMx&token=20200924071527
港台電視32,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEcnRoazMy&token=20200924071527
有線新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEY2FuZXdz&token=20200924071527
有線電影,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEY2Ftb3ZpZQ_&token=20200924071527
NOW直播,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEbm93MzMx&token=20200924071527
NOW新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEbm93MzMy&token=20200924071527
NOW体育,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEbm93NjMw&token=20200924071527
澳视澳门,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEYXNhbQ_&token=20200924071527
澳视卫星,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEYXN3eA_&token=20200924071527
澳视资讯,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEYXN6eA_&token=20200924071527
私人电影,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEc3JkeQ_&token=20200924071527
星卫电影,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEeHdkeQ_&token=20200924071527
美亚电影,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEbXlkeQ_&token=20200924071527
緯來體育,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEd2x0eQ_&token=20200924071527
ELTA體育1,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEZWx0YTE_&token=20200924071527
ELTA體育2,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEZWx0YTI_&token=20200924071527
ELTA體育3,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEZWx0YTM_&token=20200924071527
天映频道,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHlwZA_&token=20200924071527
天映经典,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHlqZA_&token=20200924071527
民視,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHdtcw_&token=20200924071527
民視台湾,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEbXN0dw_&token=20200924071527
民視第一,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEbXNkeQ_&token=20200924071527
民視新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEbXN4dw_&token=20200924071527
台視,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHd0cw_&token=20200924071527
台視新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHN4dw_&token=20200924071527
中視,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHd6cw_&token=20200924071527
中視新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEenN4dw_&token=20200924071527
公視,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHdncw_&token=20200924071527
華視新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEaHN4dw_&token=20200924071527
中天新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEenR4dw_&token=20200924071527
東森新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEZHN4dw_&token=20200924071527
東森財經,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEZHNmaW5hbmNl&token=20200924071527
寰宇新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEaHl4dw_&token=20200924071527
寰宇台灣,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEaHl0dw_&token=20200924071527
年代新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEbmR4dw_&token=20200924071527
TVBS新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHZic3h3&token=20200924071527
台灣壹新聞,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEdHd5eHc_&token=20200924071527
三立新闻,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEc2x4dw_&token=20200924071527
有线603,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEY2E2MDM_&token=20200924071527
有线娱乐,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEY2FlbnQ_&token=20200924071527
有线财经,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEY2FmaW5hbmNl&token=20200924071527
有线18台,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEY2ExOA_&token=20200924071527
FOX动作电影,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEdWJsaXZlJTIzaWQlM0QzODU_&token=20200924071527
Viu tv,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEY2RubGl2ZSUyM2lkJTNEMTI_&token=20200924071527
C+频道,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pbGl2ZSUyM2lkJTNEY3BsdXM_&token=20200924071527
ATV,http://gat.589ys.top:9889/tvzb.php?nn34&play&vkeys=dmlkJTNEZm1pdHYlMjNpZCUzRGhrYXR2&token=20200924071527
